"代碼","學校名稱","系組名稱","國文權重","英文權重","數學權重","社會權重","自然權重","第一階段最低篩選標準"
"232003","美和科技大學","美容系保健造型設計組","2.00","1.00","1.00","1.00","2.00","34.29"
"232004","美和科技大學","美容系寵物美容設計組","2.00","1.00","1.00","1.00","2.00","28.57"
"232005","美和科技大學","生物科技系","2.00","1.00","1.00","1.00","2.00","45.71"
"232006","美和科技大學","食品營養系","1.00","2.00","1.00","1.00","2.00","48.57"
"232007","美和科技大學","資訊科技系","2.00","1.00","1.00","1.00","2.00","24.76"
"232008","美和科技大學","財務金融系","2.00","2.00","1.00","1.00","1.00","27.62"
"232009","美和科技大學","企業管理系","1.00","1.00","1.00","1.00","1.00","40.00"
"232010","美和科技大學","資訊管理系","1.00","2.00","2.00","1.00","1.00","22.86"
"232011","美和科技大學","文化創意系","2.00","1.00","1.00","1.00","2.00","33.33"
"232012","美和科技大學","運動與休閒系","1.00","1.00","1.00","1.00","1.00","36.00"
"232013","美和科技大學","社會工作系","1.00","1.00","1.00","1.00","1.00","50.67"
"232014","美和科技大學","餐旅管理系","2.00","2.00","0.00","2.00","1.00","35.24"
"232015","美和科技大學","觀光系","2.00","2.00","1.00","1.00","1.00","37.14"
"233001","吳鳳科技大學","電機工程系","1.00","1.00","1.00","0.00","1.00","23.33"
"233002","吳鳳科技大學","消防系","1.00","1.00","1.00","0.00","0.00","15.56"
"233003","吳鳳科技大學","安全科技與管理系","1.00","1.00","0.00","1.00","0.00","26.67"
"233004","吳鳳科技大學","資訊工程系","1.00","1.00","1.00","0.00","0.00","20.00"
"233005","吳鳳科技大學","行銷與流通管理系","1.00","1.00","1.00","0.00","0.00","24.44"
"233006","吳鳳科技大學","應用數位媒體系視覺傳達設計組","1.00","1.00","0.00","1.00","0.00","31.11"
"233007","吳鳳科技大學","餐旅管理系","1.00","1.50","1.00","0.00","0.00","15.24"
"233008","吳鳳科技大學","應用日語系","1.00","1.00","0.00","0.00","0.00","30.00"
"233009","吳鳳科技大學","休閒遊憩與運動管理系","1.00","1.00","1.00","1.00","1.00","32.00"
"233010","吳鳳科技大學","美容美髮造型設計系","1.00","1.00","1.00","1.00","1.00","24.00"
"233011","吳鳳科技大學","長期照護系","1.00","1.00","1.00","0.00","0.00","20.00"
"234001","環球科技大學","行銷管理系","1.00","0.00","0.00","1.00","0.00","30.00"
"234002","環球科技大學","視覺傳達設計系","1.00","1.00","0.00","0.00","0.00","20.00"
"234003","環球科技大學","創意商品設計系","1.00","1.00","0.00","0.00","0.00","43.33"
"234004","環球科技大學","多媒體動畫設計系","1.00","0.00","0.00","0.00","0.00","26.67"
"234005","環球科技大學","美容造型設計系","1.00","1.00","0.00","0.00","0.00","33.33"
"234006","環球科技大學","創意公共傳播設計系","1.00","0.00","0.00","1.00","0.00","30.00"
"234007","環球科技大學","觀光與生態旅遊系","0.00","1.00","0.00","0.00","1.00","16.67"
"234008","環球科技大學","觀光與餐飲旅館系","1.00","1.00","0.00","1.00","0.00","24.44"
"234009","環球科技大學","餐飲廚藝系","1.00","1.00","0.00","1.00","0.00","44.44"
"234010","環球科技大學","應用外語系","1.00","1.00","0.00","0.00","0.00","36.67"
"234011","環球科技大學","幼兒保育系","1.00","0.00","0.00","1.00","0.00","46.67"
"234012","環球科技大學","運動保健與防護系","1.00","0.00","0.00","1.00","0.00","46.67"
"234013","環球科技大學","生物技術系","1.00","0.00","1.00","0.00","1.00","44.44"
"235001","中州科技大學","多媒體與遊戲發展科學系","1.50","1.50","1.00","1.00","1.00","30.56"
"235002","中州科技大學","行銷與流通管理系","2.00","1.00","1.00","2.00","1.00","39.05"
"235003","中州科技大學","資訊管理系","1.00","0.00","0.00","0.00","0.00","40.00"
"235004","中州科技大學","觀光與休閒管理系","1.50","1.50","0.00","1.50","0.00","46.67"
"235005","中州科技大學","時尚創意設計與管理系","1.00","1.00","0.00","1.00","0.00","28.89"
"235006","中州科技大學","視訊傳播系","2.00","1.00","0.00","2.00","0.00","30.67"
"235007","中州科技大學","餐旅事業管理系","1.50","1.50","0.00","1.50","0.00","44.44"
"235008","中州科技大學","保健食品系","1.00","2.00","1.00","1.00","1.00","20.00"
"235009","中州科技大學","幼兒保育系","1.50","1.50","0.50","1.50","0.00","42.67"
"235010","中州科技大學","景觀系","1.00","1.50","1.50","1.50","1.50","21.90"
"235011","中州科技大學","餐飲廚藝系","1.00","0.00","0.00","1.00","0.00","50.00"
"235012","中州科技大學","運動與健康促進系","1.50","1.50","0.50","1.00","1.00","20.00"
"236001","修平科技大學","機械工程系","1.00","2.00","2.00","1.00","2.00","39.17"
"236002","修平科技大學","工業工程與管理系","1.00","1.00","1.00","0.00","0.00","40.00"
"236003","修平科技大學","資訊管理系","2.00","3.00","3.00","1.00","1.00","39.33"
"236004","修平科技大學","國際企業經營系","1.00","1.00","1.00","0.00","0.00","40.00"
"236005","修平科技大學","國際企業經營系國際會展與觀光休閒組","1.00","1.00","1.00","0.00","0.00","37.78"
"236006","修平科技大學","應用財務金融系","1.00","1.00","1.00","0.00","0.00","44.44"
"236007","修平科技大學","人力資源管理與發展系","1.00","1.00","0.00","0.00","0.00","30.00"
"236008","修平科技大學","行銷與流通管理系","1.00","1.00","1.00","1.00","0.00","38.33"
"236009","修平科技大學","行銷與流通管理系休閒事業組","1.00","1.00","1.00","1.00","0.00","38.33"
"236010","修平科技大學","應用英語系","1.00","2.00","0.00","0.00","0.00","55.56"
"236011","修平科技大學","數位媒體設計系","1.00","2.00","1.00","0.00","0.00","40.00"
"236012","修平科技大學","觀光與遊憩管理系","1.00","1.00","0.00","1.00","0.00","44.44"
"237001","長庚學校財團法人長庚科技大學","護理系（林口校區）","2.00","2.00","1.50","1.00","1.00","49.78"
"237002","長庚學校財團法人長庚科技大學","護理系（林口校區）偏鄉護理菁英計畫公費生","2.00","2.00","1.50","1.00","1.00","70.67"
"237003","長庚學校財團法人長庚科技大學","護理系（嘉義校區）","2.00","2.00","1.50","1.00","1.00","18.67"
"237004","長庚學校財團法人長庚科技大學","幼兒保育系（林口校區）","2.00","2.00","1.50","1.00","1.00","53.78"
"237005","長庚學校財團法人長庚科技大學","保健營養系（林口校區）","1.00","2.00","1.00","1.00","2.00","76.19"
"238001","大華科技大學","工業工程與管理系","1.00","1.00","1.00","0.00","0.00","28.89"
"238002","大華科技大學","創意設計學位學程","1.00","1.00","1.00","0.00","0.00","31.11"
"238003","大華科技大學","機電工程系","1.00","1.00","1.00","0.00","0.00","22.22"
"238004","大華科技大學","電機與電子工程系","1.00","1.00","1.00","0.00","0.00","24.44"
"238005","大華科技大學","資訊管理系","1.00","1.00","1.00","0.00","0.00","33.33"
"238006","大華科技大學","運動與健康促進系","1.00","1.00","1.00","0.00","0.00","20.00"
"238007","大華科技大學","商務與觀光企劃系","1.00","1.00","1.00","0.00","0.00","22.22"
"238008","大華科技大學","觀光管理系","1.00","1.00","1.00","0.00","0.00","22.22"
"238009","大華科技大學","觀光管理系餐飲與烘焙組","1.00","1.00","1.00","0.00","0.00","20.00"
"238010","大華科技大學","餐飲管理系","1.00","1.00","1.00","0.00","0.00","28.89"
"239001","臺北城市科技大學","機械工程系","1.00","1.00","1.00","0.00","0.00","33.33"
"239002","臺北城市科技大學","機械工程系車輛組","1.00","1.00","1.00","0.00","0.00","33.33"
"239003","臺北城市科技大學","電機工程系","1.00","1.00","1.00","0.00","0.00","33.33"
"239004","臺北城市科技大學","資訊工程系","1.00","1.00","1.00","0.00","0.00","42.22"
"239005","臺北城市科技大學","電腦與通訊工程系","1.00","1.00","1.00","0.00","0.00","33.33"
"239006","臺北城市科技大學","資訊管理系","1.00","1.00","1.00","0.00","0.00","44.44"
"239007","臺北城市科技大學","餐飲管理系","1.00","1.00","0.00","1.00","0.00","62.22"
"239008","臺北城市科技大學","化妝品應用與管理系","1.00","1.00","0.00","1.00","0.00","57.78"
"239009","臺北城市科技大學","演藝事業學士學位學程","1.00","1.00","0.00","1.00","0.00","57.78"
"239010","臺北城市科技大學","旅館事業管理學士學位學程","1.00","1.00","0.00","1.00","0.00","60.00"
"239011","臺北城市科技大學","烘焙創意與經營管理學士學位學程","1.00","1.00","0.00","1.00","0.00","57.78"
"239012","臺北城市科技大學","流行音樂事業學士學位學程","1.00","1.00","0.00","1.00","0.00","57.78"
"240001","醒吾科技大學","理財經營管理系","1.00","0.00","0.00","1.00","0.00","60.00"
"240002","醒吾科技大學","財務金融系","1.00","0.00","0.00","1.00","0.00","56.67"
"240003","醒吾科技大學","餐旅管理系","1.00","0.00","0.00","1.00","0.00","66.67"
"240004","醒吾科技大學","旅運管理系","1.00","0.00","0.00","1.00","0.00","56.67"
"240005","醒吾科技大學","應用英語系","1.00","2.00","0.00","0.00","0.00","60.00"
"240006","醒吾科技大學","商業設計系","1.00","1.00","0.00","1.00","0.00","60.00"
"240007","醒吾科技大學","時尚造形設計系","1.00","1.00","0.00","1.00","0.00","57.78"
"240008","醒吾科技大學","數位設計系","1.00","1.00","0.00","0.00","0.00","56.67"
"241001","文藻外語大學","英國語文系","6.00","15.00","1.00","1.00","1.00","76.94"
"241002","文藻外語大學","法國語文系","10.00","10.00","1.00","1.00","1.00","64.93"
"241003","文藻外語大學","德國語文系","10.00","15.00","1.00","1.00","1.00","50.24"
"241004","文藻外語大學","西班牙語文系","6.00","10.00","1.00","1.00","1.00","34.39"
"241005","文藻外語大學","日本語文系","6.00","10.00","1.00","1.00","1.00","60.35"
"241006","文藻外語大學","應用華語文系","10.00","10.00","2.00","2.00","1.00","35.73"
"241007","文藻外語大學","外語教學系","9.00","15.00","1.00","1.00","1.00","47.65"
"241008","文藻外語大學","翻譯系","10.00","20.00","1.00","1.00","1.00","80.00"
"241009","文藻外語大學","國際事務系","5.00","20.00","1.00","10.00","1.00","46.67"
"241010","文藻外語大學","國際企業管理系","10.00","20.00","5.00","5.00","1.00","71.22"
"241011","文藻外語大學","數位內容應用與管理系","6.00","10.00","5.00","1.00","1.00","61.74"
"241012","文藻外語大學","傳播藝術系","10.00","10.00","1.00","5.00","1.00","64.20"
"242001","南榮科技大學","電機工程系","1.00","2.00","2.00","1.00","1.00","22.86"
"242002","南榮科技大學","機械工程系","1.00","1.00","1.00","1.00","1.00","21.33"
"242003","南榮科技大學","營建工程系","1.00","1.00","1.00","1.00","1.00","21.33"
"242004","南榮科技大學","資訊科技系","1.00","1.00","1.00","1.00","1.00","21.33"
"242005","南榮科技大學","數位行銷與廣告系","1.00","1.00","1.00","1.00","1.00","29.33"
"242006","南榮科技大學","創意產品設計系","1.00","1.00","1.00","1.00","1.00","25.33"
"242007","南榮科技大學","室內設計系","1.00","1.00","1.00","1.00","1.00","26.67"
"242008","南榮科技大學","觀光系","1.00","2.00","1.00","1.00","1.00","24.44"
"242009","南榮科技大學","應用日語系","1.00","1.00","1.00","1.00","1.00","22.67"
"242010","南榮科技大學","餐旅管理系","1.00","1.00","1.00","1.00","1.00","25.33"
"242011","南榮科技大學","美容造型設計系","1.00","1.00","1.00","1.00","1.00","22.67"
"242012","南榮科技大學","休閒運動管理系","1.00","1.00","1.00","1.00","1.00","26.67"
"242013","南榮科技大學","企業管理系","1.00","1.00","1.00","1.00","1.00","33.33"
"242014","南榮科技大學","資訊管理系","1.00","1.00","1.00","1.00","1.00","22.67"
"243001","華夏科技大學","電子工程系手持裝置APP設計組","1.00","1.00","1.00","1.00","1.00","37.33"
"243002","華夏科技大學","機械工程系","1.00","1.00","1.00","1.00","1.00","46.67"
"243003","華夏科技大學","電機工程系","1.00","1.00","1.00","1.00","1.00","26.67"
"243004","華夏科技大學","資訊工程系","1.50","1.50","1.50","1.00","1.00","45.64"
"243005","華夏科技大學","資訊管理系","1.00","1.00","1.00","1.00","1.00","45.33"
"243006","華夏科技大學","資產與物業管理系","1.00","1.00","1.00","1.00","1.00","30.67"
"243007","華夏科技大學","企業管理系","1.00","1.00","1.00","1.00","1.00","48.00"
"243008","華夏科技大學","建築系","1.00","1.00","1.00","1.00","1.00","58.67"
"243009","華夏科技大學","數位媒體設計系","1.00","1.00","1.00","1.00","1.00","52.00"
"243010","華夏科技大學","室內設計系","1.00","1.00","1.00","1.00","1.00","56.00"
"243011","華夏科技大學","化妝品應用系","1.00","1.00","1.00","1.00","1.00","49.33"
"244001","慈濟學校財團法人慈濟科技大學","行銷與流通管理系","1.00","1.00","1.00","1.00","1.00","45.33"
"244002","慈濟學校財團法人慈濟科技大學","醫學影像暨放射科學系","1.00","2.00","2.00","1.00","2.00","67.50"
"244003","慈濟學校財團法人慈濟科技大學","醫務管理系","1.00","2.00","1.00","1.00","1.00","54.44"
"244004","慈濟學校財團法人慈濟科技大學","資訊科技與管理系資訊科技組","1.00","2.00","2.00","1.00","2.00","36.67"
"244005","慈濟學校財團法人慈濟科技大學","資訊科技與管理系資訊管理組","1.00","2.00","2.00","1.00","2.00","36.67"
"244006","慈濟學校財團法人慈濟科技大學","護理系","1.00","2.00","1.00","1.00","1.00","43.33"
"244007","慈濟學校財團法人慈濟科技大學","護理系（公費生）","1.00","1.00","1.00","1.00","1.00","62.67"
"245001","致理科技大學","企業管理系","1.00","0.00","0.00","0.00","0.00","73.33"
"245002","致理科技大學","財務金融系","1.00","0.00","0.00","0.00","0.00","73.33"
"245003","致理科技大學","會計資訊系","1.00","0.00","0.00","0.00","0.00","73.33"
"245004","致理科技大學","行銷與流通管理系","1.00","0.00","0.00","0.00","0.00","73.33"
"245005","致理科技大學","休閒遊憩管理系","1.00","0.00","0.00","0.00","0.00","80.00"
"245006","致理科技大學","國際貿易系","1.00","0.00","0.00","0.00","0.00","73.33"
"245007","致理科技大學","應用日語系","1.00","0.00","0.00","0.00","0.00","86.67"
"245008","致理科技大學","資訊管理系","1.00","0.00","0.00","0.00","0.00","53.33"
"245009","致理科技大學","商務科技管理系","1.00","0.00","0.00","0.00","0.00","66.67"
"245010","致理科技大學","多媒體設計系","1.00","0.00","0.00","0.00","0.00","80.00"
"403001","大漢技術學院","土木工程與環境資源管理系","1.00","1.00","1.00","0.00","0.00","24.44"
"403002","大漢技術學院","珠寶技術系","1.00","1.00","1.00","0.00","0.00","20.00"
"403003","大漢技術學院","機械工程系","1.00","1.00","1.00","0.00","0.00","20.00"
"403004","大漢技術學院","流通與行銷管理系","1.00","1.00","1.00","0.00","0.00","15.56"
"403005","大漢技術學院","觀光與餐飲旅館系","1.00","1.00","1.00","0.00","0.00","26.67"
"403006","大漢技術學院","休閒與運動管理系","1.00","1.00","1.00","0.00","0.00","20.00"
"406001","和春技術學院","工業工程與管理系","1.00","1.00","1.00","0.00","0.00","31.11"
"406002","和春技術學院","企業管理系","1.00","1.00","1.00","0.00","0.00","28.89"
"406003","和春技術學院","多媒體設計系","1.00","1.00","1.00","1.00","1.00","28.00"
"406004","和春技術學院","行銷與流通管理系","1.00","1.00","1.00","0.00","0.00","24.44"
"406006","和春技術學院","流行時尚造型設計系","1.00","1.00","0.00","0.00","0.00","26.67"
"406007","和春技術學院","財務金融系財富管理組","2.00","2.00","1.00","2.00","1.00","36.67"
"406008","和春技術學院","財務金融系商務財會組","2.00","2.00","1.00","2.00","1.00","40.00"
"406009","和春技術學院","商品設計系","2.00","1.00","0.00","0.00","0.00","35.56"
"406010","和春技術學院","傳播藝術系","2.00","1.00","1.00","1.00","1.00","30.00"
"406011","和春技術學院","資訊工程系資訊與多媒體應用組","1.00","1.00","1.00","0.00","0.00","26.67"
"406012","和春技術學院","資訊工程系數位生活科技組","1.00","1.00","1.00","0.00","0.00","62.22"
"406013","和春技術學院","資訊管理系","2.00","2.00","2.00","0.00","0.00","26.67"
"406014","和春技術學院","電機工程系水電工程專業技術組","1.00","1.00","1.00","0.00","0.00","26.67"
"406015","和春技術學院","電機工程系機電自動化組","1.00","1.00","1.00","0.00","0.00","24.44"
"406016","和春技術學院","餐飲管理系","1.00","1.00","1.00","0.00","0.00","17.78"
"406017","和春技術學院","應用外語系日語商務組","1.00","1.00","0.00","1.00","0.00","46.67"
"406018","和春技術學院","應用外語系英語商務組","1.00","1.00","0.00","1.00","0.00","33.33"
"406019","和春技術學院","觀光與休閒事業管理系","1.00","1.00","1.00","0.00","0.00","31.11"
"410001","亞東技術學院","材料與纖維系材料應用科技組","1.00","2.00","1.00","1.00","2.00","28.57"
"410002","亞東技術學院","機械工程系汽車組","1.00","2.00","2.00","1.00","1.50","49.33"
"410003","亞東技術學院","電子工程系","1.00","2.00","2.00","1.00","1.50","54.67"
"410004","亞東技術學院","工業管理系","1.00","2.00","2.00","1.00","1.00","45.71"
"410005","亞東技術學院","工商業設計系","2.00","2.00","1.00","1.00","1.00","57.14"
"410006","亞東技術學院","通訊工程系","1.00","2.00","2.00","1.00","2.00","50.00"
"410007","亞東技術學院","資訊管理系","1.00","1.50","1.50","1.00","1.00","51.67"
"410008","亞東技術學院","行銷與流通管理系","2.00","2.00","1.00","1.00","1.00","59.05"
"411001","桃園創新技術學院","創意流行時尚設計系","1.00","1.00","1.00","1.00","1.00","20.00"
"411002","桃園創新技術學院","機械工程系","1.00","1.00","1.00","1.00","1.00","17.33"
"411003","桃園創新技術學院","機械工程系車輛工程組","1.00","1.00","1.00","1.00","1.00","25.33"
"411004","桃園創新技術學院","化妝品應用系","2.00","1.00","1.00","1.00","1.00","21.11"
"411005","桃園創新技術學院","環境科技與管理系","1.00","1.00","1.00","1.00","1.00","21.33"
"411006","桃園創新技術學院","資訊管理系","1.00","1.00","1.00","1.00","1.00","20.00"
"411007","桃園創新技術學院","幼兒保育系","2.00","1.00","1.00","2.00","1.00","32.38"
"411008","桃園創新技術學院","資訊工程系","1.00","1.00","1.00","0.00","0.00","20.00"
"411009","桃園創新技術學院","行銷與流通管理系","20.00","1.00","1.00","10.00","1.00","30.10"
"411010","桃園創新技術學院","餐飲廚藝管理系","2.00","2.00","1.00","2.00","1.00","18.33"
"411011","桃園創新技術學院","餐旅管理系","2.00","2.00","1.00","2.00","1.00","21.67"
"412001","德霖技術學院","土木工程系","1.00","1.00","1.00","0.00","0.00","17.78"
"412002","德霖技術學院","電子工程系","1.00","1.00","1.00","0.00","0.00","24.44"
"412003","德霖技術學院","資訊工程系","1.00","1.00","1.00","0.00","0.00","40.00"
"412004","德霖技術學院","電腦與通訊工程系","1.00","2.00","2.00","0.00","0.00","22.67"
"412005","德霖技術學院","機械工程系","1.00","1.00","1.00","0.00","0.00","35.56"
"412006","德霖技術學院","創意產品設計系","2.00","2.00","1.00","0.00","0.00","50.67"
"412007","德霖技術學院","室內設計系","1.00","1.00","0.00","0.00","0.00","46.67"
"412008","德霖技術學院","企業管理系","2.00","2.00","0.00","0.00","0.00","36.67"
"412009","德霖技術學院","會展與觀光系","1.00","1.00","0.00","0.00","0.00","53.33"
"412010","德霖技術學院","應用英語系","1.00","2.00","1.00","0.00","0.00","51.67"
"412011","德霖技術學院","餐旅管理系","1.00","1.00","1.00","0.00","0.00","44.44"
"412012","德霖技術學院","餐飲廚藝系","1.00","1.00","1.00","0.00","0.00","42.22"
"412013","德霖技術學院","休閒事業管理系","2.00","2.00","1.00","2.00","1.00","44.17"
"412014","德霖技術學院","不動產經營系","1.00","1.00","1.00","0.00","0.00","31.11"
"414001","蘭陽技術學院","時尚美容設計系","2.00","1.00","0.00","1.00","1.00","37.33"
"414002","蘭陽技術學院","室內設計系","1.00","1.00","0.00","1.00","1.00","33.33"
"414003","蘭陽技術學院","觀光旅遊系","2.00","2.00","0.00","1.00","0.00","32.00"
"414004","蘭陽技術學院","餐旅管理系","4.00","1.00","0.00","0.00","0.00","34.67"
"414005","蘭陽技術學院","健康休閒管理系","3.00","2.00","0.00","0.00","0.00","13.33"
"415001","黎明技術學院","電機工程系","1.00","1.00","1.00","0.00","1.00","21.67"
"415002","黎明技術學院","機械工程系","1.00","1.00","1.00","0.00","1.00","28.33"
"415003","黎明技術學院","創意產品設計系","1.00","1.00","1.00","1.00","1.00","41.33"
"415004","黎明技術學院","觀光休閒系","1.00","1.00","1.00","2.00","1.00","25.56"
"416001","東方設計學院","美術工藝系","1.00","1.00","0.00","1.00","0.00","28.89"
"416002","東方設計學院","影視藝術系","1.00","1.00","1.00","1.00","0.00","30.00"
"416003","東方設計學院","流行商品設計系","1.00","1.00","0.00","1.00","0.00","22.22"
"416004","東方設計學院","室內設計系","1.00","1.00","0.00","1.00","0.00","44.44"
"416005","東方設計學院","餐飲管理系","1.00","1.00","0.00","1.00","1.00","23.33"
"416006","東方設計學院","遊戲與動畫設計系","1.00","1.00","0.00","1.00","1.00","28.33"
"416007","東方設計學院","設計行銷系","1.00","1.00","0.00","1.00","0.00","28.89"
"416008","東方設計學院","觀光與休閒事業管理系","1.00","1.00","0.00","1.00","0.00","35.56"
"416009","東方設計學院","時尚美妝設計系美髮美容彩妝設計組","1.00","1.00","0.00","1.00","1.00","38.33"
"416010","東方設計學院","時尚美妝設計系美容保健組","1.00","1.00","0.00","1.00","1.00","23.33"
"416011","東方設計學院","表演藝術學位學程","1.00","1.00","0.00","1.00","0.00","24.44"
"417001","經國管理暨健康學院","護理系","1.00","2.00","1.00","0.00","0.00","16.67"
"417002","經國管理暨健康學院","食品保健系","1.00","1.00","1.00","0.00","0.00","24.44"
"417003","經國管理暨健康學院","幼兒保育系","1.00","1.00","1.00","0.00","0.00","28.89"
"417004","經國管理暨健康學院","美容流行設計系","1.00","1.00","1.00","0.00","0.00","20.00"
"417005","經國管理暨健康學院","餐旅管理系","1.00","2.00","1.00","0.00","0.00","20.00"
"417006","經國管理暨健康學院","資訊多媒體應用系","1.00","1.00","1.00","0.00","0.00","24.44"
"417007","經國管理暨健康學院","老人服務事業管理系","2.00","1.00","1.00","0.00","0.00","46.67"
"417008","經國管理暨健康學院","餐飲廚藝系","1.00","2.00","1.00","0.00","0.00","18.33"
"417009","經國管理暨健康學院","觀光休閒與健康系","2.00","1.00","1.00","0.00","0.00","38.33"
"418001","崇右技術學院","休閒事業經營系","1.00","0.00","0.00","0.00","0.00","53.33"
"418002","崇右技術學院","視覺傳達設計系","1.00","0.00","0.00","0.00","0.00","66.67"
"418003","崇右技術學院","數位媒體設計系","1.00","0.00","0.00","0.00","0.00","60.00"
"418004","崇右技術學院","時尚造型設計系","1.00","0.00","0.00","0.00","0.00","60.00"
"418005","崇右技術學院","創意商品設計系","1.00","0.00","0.00","0.00","0.00","73.33"
"418006","崇右技術學院","影視傳播系","1.00","0.00","0.00","0.00","0.00","60.00"
"418007","崇右技術學院","演藝事業系","1.00","0.00","0.00","0.00","0.00","60.00"
"418008","崇右技術學院","表演藝術系","1.00","0.00","0.00","0.00","0.00","60.00"
"418009","崇右技術學院","觀光旅遊管理系","1.00","0.00","0.00","0.00","0.00","53.33"
"418010","崇右技術學院","經營管理系","1.00","0.00","0.00","0.00","0.00","46.67"
"418011","崇右技術學院","攝影學士學位學程","1.00","0.00","0.00","0.00","0.00","46.67"
"419001","大同技術學院","餐飲管理系廚藝組","1.00","1.00","1.00","1.00","1.00","28.00"
"419002","大同技術學院","餐飲管理系日式廚藝組","1.00","1.00","1.00","1.00","1.00","38.67"
"419003","大同技術學院","烘焙管理系","1.00","1.00","1.00","1.00","1.00","28.00"
"419004","大同技術學院","旅遊與休閒娛樂管理系休閒旅遊組","1.00","1.00","1.00","1.00","1.00","38.67"
"419005","大同技術學院","旅遊與休閒娛樂管理系旅館管理組","1.00","1.00","1.00","1.00","1.00","33.33"
"419006","大同技術學院","時尚造型設計系","1.00","1.00","1.00","1.00","1.00","24.00"
"419007","大同技術學院","婚禮企劃與設計系","1.00","1.00","1.00","1.00","1.00","32.00"
"419008","大同技術學院","運動健康與休閒系","1.00","1.00","1.00","1.00","1.00","22.67"
"419009","大同技術學院","社會工作與服務管理系","1.00","1.00","1.00","1.00","1.00","34.67"
"419010","大同技術學院","商業經營與設計系","1.00","1.00","1.00","1.00","1.00","18.67"
"419011","大同技術學院","茶文化與事業經營學士學位學程","1.00","1.00","1.00","1.00","1.00","24.00"
"420001","亞太創意技術學院","陶瓷創意設計系","1.00","1.00","1.00","1.00","1.00","28.00"
"420002","亞太創意技術學院","視覺傳達設計系","1.00","1.00","1.00","1.00","1.00","26.67"
"420003","亞太創意技術學院","數位媒體設計系動漫藝術組","1.00","1.00","1.00","1.00","1.00","25.33"
"420004","亞太創意技術學院","數位媒體設計系流行音樂與影視傳播組","1.00","1.00","1.00","1.00","1.00","25.33"
"420005","亞太創意技術學院","數位科技設計系","1.00","1.00","1.00","1.00","1.00","29.33"
"420006","亞太創意技術學院","休閒運動保健系","1.00","1.00","1.00","1.00","1.00","24.00"
"420007","亞太創意技術學院","觀光餐旅系","1.00","1.00","1.00","1.00","1.00","24.00"
"420008","亞太創意技術學院","寵物美容學士學位學程","1.00","1.00","1.00","1.00","1.00","26.67"
"420009","亞太創意技術學院","茶業技術應用系","1.00","1.00","1.00","1.00","1.00","24.00"
"423001","臺灣觀光學院","餐飲管理系","1.00","1.00","1.00","1.00","1.00","21.33"
"423002","臺灣觀光學院","觀光旅遊系","1.00","1.00","1.00","1.00","1.00","22.67"
"423003","臺灣觀光學院","觀光休閒系","1.00","1.00","1.00","1.00","1.00","21.33"
"423004","臺灣觀光學院","廚藝管理系","1.00","1.00","1.00","1.00","1.00","25.33"
"423005","臺灣觀光學院","旅館管理系","1.00","1.00","1.00","1.00","1.00","25.33"
"423006","臺灣觀光學院","銀髮族健康管理系","1.00","1.00","1.00","1.00","1.00","24.00"
"424001","台北海洋技術學院","航海系（士林校區）","1.00","1.50","1.20","1.00","1.00","58.71"
"424002","台北海洋技術學院","海洋運動休閒系（士林校區）","1.00","1.00","1.00","1.00","1.00","28.00"
"424003","台北海洋技術學院","海空物流與行銷系（淡水校本部）","1.00","1.00","1.00","1.00","1.00","56.00"
"424004","台北海洋技術學院","數位遊戲與動畫設計系（淡水校本部）","1.00","1.00","1.00","1.00","0.00","56.67"
"424005","台北海洋技術學院","時尚造型設計管理系寵物美容設計組（淡水校本部）","1.00","1.00","1.00","1.00","1.00","53.33"
"424006","台北海洋技術學院","健康照顧社會工作系（淡水校本部）","1.00","1.00","1.00","1.00","1.00","16.00"
